Position,Count,Samples
378,0,ribo_H6_PBMC
379,0,ribo_H6_PBMC
380,1,ribo_H6_PBMC
381,0,ribo_H6_PBMC
382,0,ribo_H6_PBMC
383,0,ribo_H6_PBMC
384,0,ribo_H6_PBMC
385,0,ribo_H6_PBMC
386,0,ribo_H6_PBMC
387,0,ribo_H6_PBMC
388,0,ribo_H6_PBMC
389,0,ribo_H6_PBMC
390,0,ribo_H6_PBMC
391,0,ribo_H6_PBMC
392,0,ribo_H6_PBMC
393,0,ribo_H6_PBMC
394,0,ribo_H6_PBMC
395,0,ribo_H6_PBMC
396,0,ribo_H6_PBMC
397,0,ribo_H6_PBMC
398,0,ribo_H6_PBMC
399,0,ribo_H6_PBMC
400,0,ribo_H6_PBMC
401,0,ribo_H6_PBMC
402,0,ribo_H6_PBMC
403,0,ribo_H6_PBMC
404,0,ribo_H6_PBMC
405,0,ribo_H6_PBMC
406,0,ribo_H6_PBMC
407,0,ribo_H6_PBMC
408,0,ribo_H6_PBMC
409,0,ribo_H6_PBMC
410,0,ribo_H6_PBMC
411,0,ribo_H6_PBMC
412,0,ribo_H6_PBMC
413,0,ribo_H6_PBMC
414,0,ribo_H6_PBMC
415,0,ribo_H6_PBMC
416,0,ribo_H6_PBMC
417,0,ribo_H6_PBMC
418,0,ribo_H6_PBMC
419,0,ribo_H6_PBMC
420,0,ribo_H6_PBMC
421,0,ribo_H6_PBMC
422,0,ribo_H6_PBMC
423,0,ribo_H6_PBMC
424,0,ribo_H6_PBMC
425,0,ribo_H6_PBMC
426,0,ribo_H6_PBMC
427,0,ribo_H6_PBMC
428,0,ribo_H6_PBMC
429,0,ribo_H6_PBMC
430,0,ribo_H6_PBMC
431,0,ribo_H6_PBMC
432,0,ribo_H6_PBMC
433,0,ribo_H6_PBMC
434,0,ribo_H6_PBMC
435,0,ribo_H6_PBMC
436,0,ribo_H6_PBMC
437,0,ribo_H6_PBMC
438,0,ribo_H6_PBMC
439,0,ribo_H6_PBMC
440,0,ribo_H6_PBMC
441,0,ribo_H6_PBMC
442,0,ribo_H6_PBMC
443,0,ribo_H6_PBMC
444,0,ribo_H6_PBMC
445,0,ribo_H6_PBMC
446,0,ribo_H6_PBMC
447,0,ribo_H6_PBMC
448,0,ribo_H6_PBMC
449,0,ribo_H6_PBMC
450,0,ribo_H6_PBMC
451,0,ribo_H6_PBMC
452,0,ribo_H6_PBMC
453,0,ribo_H6_PBMC
454,0,ribo_H6_PBMC
455,0,ribo_H6_PBMC
456,0,ribo_H6_PBMC
457,0,ribo_H6_PBMC
458,0,ribo_H6_PBMC
459,0,ribo_H6_PBMC
460,0,ribo_H6_PBMC
461,0,ribo_H6_PBMC
462,0,ribo_H6_PBMC
463,0,ribo_H6_PBMC
464,0,ribo_H6_PBMC
465,0,ribo_H6_PBMC
466,0,ribo_H6_PBMC
467,0,ribo_H6_PBMC
468,0,ribo_H6_PBMC
469,0,ribo_H6_PBMC
470,0,ribo_H6_PBMC
471,0,ribo_H6_PBMC
472,0,ribo_H6_PBMC
473,0,ribo_H6_PBMC
474,0,ribo_H6_PBMC
475,0,ribo_H6_PBMC
476,0,ribo_H6_PBMC
477,0,ribo_H6_PBMC
478,0,ribo_H6_PBMC
479,0,ribo_H6_PBMC
480,0,ribo_H6_PBMC
481,0,ribo_H6_PBMC
482,0,ribo_H6_PBMC
483,0,ribo_H6_PBMC
484,0,ribo_H6_PBMC
485,0,ribo_H6_PBMC
486,0,ribo_H6_PBMC
487,0,ribo_H6_PBMC
488,0,ribo_H6_PBMC
489,0,ribo_H6_PBMC
490,0,ribo_H6_PBMC
491,0,ribo_H6_PBMC
492,0,ribo_H6_PBMC
493,0,ribo_H6_PBMC
494,0,ribo_H6_PBMC
495,0,ribo_H6_PBMC
496,0,ribo_H6_PBMC
497,0,ribo_H6_PBMC
498,0,ribo_H6_PBMC
499,0,ribo_H6_PBMC
500,0,ribo_H6_PBMC
501,0,ribo_H6_PBMC
502,0,ribo_H6_PBMC
503,0,ribo_H6_PBMC
504,0,ribo_H6_PBMC
505,0,ribo_H6_PBMC
506,0,ribo_H6_PBMC
507,0,ribo_H6_PBMC
508,0,ribo_H6_PBMC
509,0,ribo_H6_PBMC
510,0,ribo_H6_PBMC
511,0,ribo_H6_PBMC
512,0,ribo_H6_PBMC
513,0,ribo_H6_PBMC
514,0,ribo_H6_PBMC
515,0,ribo_H6_PBMC
516,0,ribo_H6_PBMC
517,0,ribo_H6_PBMC
518,0,ribo_H6_PBMC
519,0,ribo_H6_PBMC
520,0,ribo_H6_PBMC
521,0,ribo_H6_PBMC
522,0,ribo_H6_PBMC
523,0,ribo_H6_PBMC
524,0,ribo_H6_PBMC
525,0,ribo_H6_PBMC
526,0,ribo_H6_PBMC
527,0,ribo_H6_PBMC
528,0,ribo_H6_PBMC
529,0,ribo_H6_PBMC
530,0,ribo_H6_PBMC
531,0,ribo_H6_PBMC
532,0,ribo_H6_PBMC
533,0,ribo_H6_PBMC
534,0,ribo_H6_PBMC
535,0,ribo_H6_PBMC
536,0,ribo_H6_PBMC
537,0,ribo_H6_PBMC
538,0,ribo_H6_PBMC
539,0,ribo_H6_PBMC
540,0,ribo_H6_PBMC
541,0,ribo_H6_PBMC
542,0,ribo_H6_PBMC
543,0,ribo_H6_PBMC
544,0,ribo_H6_PBMC
545,0,ribo_H6_PBMC
546,0,ribo_H6_PBMC
547,0,ribo_H6_PBMC
548,0,ribo_H6_PBMC
549,0,ribo_H6_PBMC
550,0,ribo_H6_PBMC
551,0,ribo_H6_PBMC
552,0,ribo_H6_PBMC
553,0,ribo_H6_PBMC
554,0,ribo_H6_PBMC
555,0,ribo_H6_PBMC
556,0,ribo_H6_PBMC
557,0,ribo_H6_PBMC
558,0,ribo_H6_PBMC
559,0,ribo_H6_PBMC
560,0,ribo_H6_PBMC
561,0,ribo_H6_PBMC
562,0,ribo_H6_PBMC
563,0,ribo_H6_PBMC
564,0,ribo_H6_PBMC
565,0,ribo_H6_PBMC
566,0,ribo_H6_PBMC
567,0,ribo_H6_PBMC
568,0,ribo_H6_PBMC
569,0,ribo_H6_PBMC
570,0,ribo_H6_PBMC
571,0,ribo_H6_PBMC
572,0,ribo_H6_PBMC
573,0,ribo_H6_PBMC
574,0,ribo_H6_PBMC
575,0,ribo_H6_PBMC
576,0,ribo_H6_PBMC
577,0,ribo_H6_PBMC
578,0,ribo_H6_PBMC
579,0,ribo_H6_PBMC
580,0,ribo_H6_PBMC
581,0,ribo_H6_PBMC
582,0,ribo_H6_PBMC
583,0,ribo_H6_PBMC
584,0,ribo_H6_PBMC
585,0,ribo_H6_PBMC
586,0,ribo_H6_PBMC
587,0,ribo_H6_PBMC
588,0,ribo_H6_PBMC
589,0,ribo_H6_PBMC
590,0,ribo_H6_PBMC
591,0,ribo_H6_PBMC
592,0,ribo_H6_PBMC
593,0,ribo_H6_PBMC
594,0,ribo_H6_PBMC
595,0,ribo_H6_PBMC
596,0,ribo_H6_PBMC
597,0,ribo_H6_PBMC
598,0,ribo_H6_PBMC
599,0,ribo_H6_PBMC
600,0,ribo_H6_PBMC
601,0,ribo_H6_PBMC
602,0,ribo_H6_PBMC
603,0,ribo_H6_PBMC
604,0,ribo_H6_PBMC
605,0,ribo_H6_PBMC
606,0,ribo_H6_PBMC
607,0,ribo_H6_PBMC
608,0,ribo_H6_PBMC
609,0,ribo_H6_PBMC
610,0,ribo_H6_PBMC
611,0,ribo_H6_PBMC
612,0,ribo_H6_PBMC
613,0,ribo_H6_PBMC
614,0,ribo_H6_PBMC
615,0,ribo_H6_PBMC
616,0,ribo_H6_PBMC
617,0,ribo_H6_PBMC
618,0,ribo_H6_PBMC
619,0,ribo_H6_PBMC
620,0,ribo_H6_PBMC
621,0,ribo_H6_PBMC
622,0,ribo_H6_PBMC
623,0,ribo_H6_PBMC
624,0,ribo_H6_PBMC
625,0,ribo_H6_PBMC
626,0,ribo_H6_PBMC
627,0,ribo_H6_PBMC
628,0,ribo_H6_PBMC
629,0,ribo_H6_PBMC
630,0,ribo_H6_PBMC
631,0,ribo_H6_PBMC
632,0,ribo_H6_PBMC
633,0,ribo_H6_PBMC
634,0,ribo_H6_PBMC
635,0,ribo_H6_PBMC
636,0,ribo_H6_PBMC
637,0,ribo_H6_PBMC
638,0,ribo_H6_PBMC
639,0,ribo_H6_PBMC
640,0,ribo_H6_PBMC
641,0,ribo_H6_PBMC
642,0,ribo_H6_PBMC
643,0,ribo_H6_PBMC
644,0,ribo_H6_PBMC
645,0,ribo_H6_PBMC
646,0,ribo_H6_PBMC
647,0,ribo_H6_PBMC
648,0,ribo_H6_PBMC
649,0,ribo_H6_PBMC
650,0,ribo_H6_PBMC
651,0,ribo_H6_PBMC
652,0,ribo_H6_PBMC
653,0,ribo_H6_PBMC
654,0,ribo_H6_PBMC
655,0,ribo_H6_PBMC
656,0,ribo_H6_PBMC
657,0,ribo_H6_PBMC
658,0,ribo_H6_PBMC
659,0,ribo_H6_PBMC
660,0,ribo_H6_PBMC
661,0,ribo_H6_PBMC
662,0,ribo_H6_PBMC
663,0,ribo_H6_PBMC
664,0,ribo_H6_PBMC
665,0,ribo_H6_PBMC
666,0,ribo_H6_PBMC
667,0,ribo_H6_PBMC
668,0,ribo_H6_PBMC
669,0,ribo_H6_PBMC
670,0,ribo_H6_PBMC
671,0,ribo_H6_PBMC
672,0,ribo_H6_PBMC
673,0,ribo_H6_PBMC
674,0,ribo_H6_PBMC
675,0,ribo_H6_PBMC
676,0,ribo_H6_PBMC
677,0,ribo_H6_PBMC
678,0,ribo_H6_PBMC
679,0,ribo_H6_PBMC
680,0,ribo_H6_PBMC
681,0,ribo_H6_PBMC
682,0,ribo_H6_PBMC
683,0,ribo_H6_PBMC
684,0,ribo_H6_PBMC
685,0,ribo_H6_PBMC
686,0,ribo_H6_PBMC
687,0,ribo_H6_PBMC
688,0,ribo_H6_PBMC
689,0,ribo_H6_PBMC
690,0,ribo_H6_PBMC
691,0,ribo_H6_PBMC
692,0,ribo_H6_PBMC
693,0,ribo_H6_PBMC
694,0,ribo_H6_PBMC
695,0,ribo_H6_PBMC
696,0,ribo_H6_PBMC
697,0,ribo_H6_PBMC
698,0,ribo_H6_PBMC
699,0,ribo_H6_PBMC
700,0,ribo_H6_PBMC
701,0,ribo_H6_PBMC
702,0,ribo_H6_PBMC
703,0,ribo_H6_PBMC
704,0,ribo_H6_PBMC
705,0,ribo_H6_PBMC
706,0,ribo_H6_PBMC
707,0,ribo_H6_PBMC
708,0,ribo_H6_PBMC
709,0,ribo_H6_PBMC
710,0,ribo_H6_PBMC
711,0,ribo_H6_PBMC
712,0,ribo_H6_PBMC
713,0,ribo_H6_PBMC
714,0,ribo_H6_PBMC
715,0,ribo_H6_PBMC
716,0,ribo_H6_PBMC
717,0,ribo_H6_PBMC
718,0,ribo_H6_PBMC
719,0,ribo_H6_PBMC
720,0,ribo_H6_PBMC
721,0,ribo_H6_PBMC
722,0,ribo_H6_PBMC
723,0,ribo_H6_PBMC
724,0,ribo_H6_PBMC
725,0,ribo_H6_PBMC
726,0,ribo_H6_PBMC
727,0,ribo_H6_PBMC
728,0,ribo_H6_PBMC
729,0,ribo_H6_PBMC
730,0,ribo_H6_PBMC
731,0,ribo_H6_PBMC
732,0,ribo_H6_PBMC
733,0,ribo_H6_PBMC
734,0,ribo_H6_PBMC
735,0,ribo_H6_PBMC
736,0,ribo_H6_PBMC
737,0,ribo_H6_PBMC
738,0,ribo_H6_PBMC
739,0,ribo_H6_PBMC
740,0,ribo_H6_PBMC
741,0,ribo_H6_PBMC
742,0,ribo_H6_PBMC
743,0,ribo_H6_PBMC
744,0,ribo_H6_PBMC
745,0,ribo_H6_PBMC
746,0,ribo_H6_PBMC
747,0,ribo_H6_PBMC
748,0,ribo_H6_PBMC
749,0,ribo_H6_PBMC
750,0,ribo_H6_PBMC
751,0,ribo_H6_PBMC
752,0,ribo_H6_PBMC
753,0,ribo_H6_PBMC
754,0,ribo_H6_PBMC
755,0,ribo_H6_PBMC
756,0,ribo_H6_PBMC
757,0,ribo_H6_PBMC
758,0,ribo_H6_PBMC
759,0,ribo_H6_PBMC
760,0,ribo_H6_PBMC
761,0,ribo_H6_PBMC
762,0,ribo_H6_PBMC
763,0,ribo_H6_PBMC
764,0,ribo_H6_PBMC
765,0,ribo_H6_PBMC
766,0,ribo_H6_PBMC
767,0,ribo_H6_PBMC
768,0,ribo_H6_PBMC
769,0,ribo_H6_PBMC
770,0,ribo_H6_PBMC
771,0,ribo_H6_PBMC
772,0,ribo_H6_PBMC
773,0,ribo_H6_PBMC
774,0,ribo_H6_PBMC
775,0,ribo_H6_PBMC
776,0,ribo_H6_PBMC
777,0,ribo_H6_PBMC
778,0,ribo_H6_PBMC
779,0,ribo_H6_PBMC
780,0,ribo_H6_PBMC
781,0,ribo_H6_PBMC
782,0,ribo_H6_PBMC
783,0,ribo_H6_PBMC
784,0,ribo_H6_PBMC
785,0,ribo_H6_PBMC
786,0,ribo_H6_PBMC
787,0,ribo_H6_PBMC
788,0,ribo_H6_PBMC
789,0,ribo_H6_PBMC
790,0,ribo_H6_PBMC
791,0,ribo_H6_PBMC
792,0,ribo_H6_PBMC
793,0,ribo_H6_PBMC
794,0,ribo_H6_PBMC
795,0,ribo_H6_PBMC
796,0,ribo_H6_PBMC
797,0,ribo_H6_PBMC
798,0,ribo_H6_PBMC
799,0,ribo_H6_PBMC
800,0,ribo_H6_PBMC
801,0,ribo_H6_PBMC
802,0,ribo_H6_PBMC
803,0,ribo_H6_PBMC
804,0,ribo_H6_PBMC
805,0,ribo_H6_PBMC
806,0,ribo_H6_PBMC
807,0,ribo_H6_PBMC
808,0,ribo_H6_PBMC
809,0,ribo_H6_PBMC
810,0,ribo_H6_PBMC
811,0,ribo_H6_PBMC
812,0,ribo_H6_PBMC
813,0,ribo_H6_PBMC
814,0,ribo_H6_PBMC
815,0,ribo_H6_PBMC
816,0,ribo_H6_PBMC
817,0,ribo_H6_PBMC
818,0,ribo_H6_PBMC
819,0,ribo_H6_PBMC
820,0,ribo_H6_PBMC
821,0,ribo_H6_PBMC
822,0,ribo_H6_PBMC
823,0,ribo_H6_PBMC
824,0,ribo_H6_PBMC
825,0,ribo_H6_PBMC
826,0,ribo_H6_PBMC
827,0,ribo_H6_PBMC
828,0,ribo_H6_PBMC
829,1,ribo_H6_PBMC
830,0,ribo_H6_PBMC
831,0,ribo_H6_PBMC
832,0,ribo_H6_PBMC
833,0,ribo_H6_PBMC
834,0,ribo_H6_PBMC
835,0,ribo_H6_PBMC
836,0,ribo_H6_PBMC
837,0,ribo_H6_PBMC
838,0,ribo_H6_PBMC
839,0,ribo_H6_PBMC
840,0,ribo_H6_PBMC
841,0,ribo_H6_PBMC
842,0,ribo_H6_PBMC
843,0,ribo_H6_PBMC
844,0,ribo_H6_PBMC
845,0,ribo_H6_PBMC
846,0,ribo_H6_PBMC
847,0,ribo_H6_PBMC
848,0,ribo_H6_PBMC
849,0,ribo_H6_PBMC
850,0,ribo_H6_PBMC
851,0,ribo_H6_PBMC
852,0,ribo_H6_PBMC
853,0,ribo_H6_PBMC
854,0,ribo_H6_PBMC
855,0,ribo_H6_PBMC
856,0,ribo_H6_PBMC
857,0,ribo_H6_PBMC
858,0,ribo_H6_PBMC
859,0,ribo_H6_PBMC
860,0,ribo_H6_PBMC
861,0,ribo_H6_PBMC
862,0,ribo_H6_PBMC
863,0,ribo_H6_PBMC
864,0,ribo_H6_PBMC
865,0,ribo_H6_PBMC
866,0,ribo_H6_PBMC
867,0,ribo_H6_PBMC
868,0,ribo_H6_PBMC
869,0,ribo_H6_PBMC
870,0,ribo_H6_PBMC
871,0,ribo_H6_PBMC
872,0,ribo_H6_PBMC
